lat	lng	time
36.0	129.4	2715
32.8	-83.6	2715
23.1	113.3	2715
10.5	-66.9	2716
10.8	106.6	2716
45.3	37.4	2716
55.7	37.6	2716
48.0	37.8	2716
31.0	121.4	2716
23.5	121.0	2716
39.1	-94.6	2716
45.0	39.0	2716
32.1	118.8	2716
47.5	19.1	2716
25.8	-100.2	2717
52.0	113.6	2717
30.7	104.1	2717
45.5	-73.6	2717
37.5	126.7	2717
54.3	48.4	2717
48.9	2.3	2717
30.3	120.2	2717
35.9	-85.0	2717
22.3	114.2	2717
30.3	120.2	2717
45.5	-73.6	2717
41.7	44.8	2717
-34.6	-58.4	2717
23.5	121.0	2718
36.7	117.0	2718
34.7	113.5	2718
39.9	116.4	2718
30.7	104.1	2718
39.9	116.4	2718
48.9	2.3	2718
54.8	56.0	2718
31.0	121.4	2718
30.9	120.1	2718
35.6	139.8	2718
29.1	119.6	2719
45.5	-73.6	2719
36.6	128.7	2719
24.1	120.7	2719
55.7	37.6	2719
-40.6	-73.1	2719
23.5	121.0	2719
39.9	116.4	2719
25.0	102.7	2719
45.5	-73.6	2719
45.3	-73.9	2719
22.5	114.1	2719
33.7	73.0	2720
39.9	116.4	2720
56.9	53.2	2720
56.9	60.6	2720
48.9	2.3	2720
30.3	120.2	2720
54.2	45.2	2720
36.7	117.0	2720
54.8	56.0	2720
37.5	127.0	2720
25.0	121.3	2721
45.3	-73.9	2721
8.0	-66.0	2721
21.0	105.9	2721
56.8	53.2	2721
60.7	77.6	2721
23.1	113.3	2721
23.5	121.0	2721
32.8	-96.8	2722
56.8	53.2	2722
24.8	121.0	2722
-33.9	151.2	2722
52.7	41.4	2722
39.9	116.4	2722
32.1	118.8	2722
4.6	-74.1	2722
40.8	30.4	2722
55.7	37.6	2723
28.6	115.9	2723
56.1	40.4	2723
31.8	120.0	2723
29.9	121.5	2723
23.5	121.0	2723
50.4	30.5	2723
23.1	113.3	2724
50.4	30.5	2724
48.9	2.3	2724
46.3	48.0	2724
55.0	73.4	2724
55.9	37.8	2724
24.1	120.7	2724
25.0	121.5	2724
29.1	-82.3	2724
23.5	121.0	2724
23.1	113.3	2724
49.5	26.2	2725
17.4	78.5	2725
55.0	73.4	2725
22.3	114.2	2725
43.6	27.8	2725
55.0	50.1	2725
43.1	12.1	2725
55.2	61.4	2725
23.5	121.0	2725
26.1	119.3	2725
45.5	-73.6	2726
28.7	77.4	2726
31.0	121.4	2726
53.6	56.0	2726
52.6	39.6	2726
39.9	116.4	2726
54.8	56.0	2726
25.0	121.5	2726
55.0	73.4	2726
23.5	121.0	2726
23.0	120.2	2727
51.5	31.3	2727
23.5	87.3	2727
19.4	-99.1	2727
36.7	117.0	2727
40.0	45.0	2727
45.5	-73.6	2727
54.8	56.0	2727
45.5	-73.6	2727
56.9	53.2	2727
39.9	115.3	2728
55.8	37.6	2728
49.6	25.6	2728
55.1	21.9	2728
45.3	-73.9	2728
45.5	-73.6	2728
18.6	108.8	2728
45.5	-73.6	2728
45.5	-73.6	2729
23.5	121.0	2729
23.1	113.3	2729
47.2	39.7	2729
55.7	37.6	2729
42.4	-71.1	2729
50.3	83.5	2729
30.8	120.8	2729
30.7	104.1	2729
23.1	120.2	2729
19.7	-101.1	2730
46.5	30.7	2730
37.5	127.0	2730
48.9	2.3	2730
55.7	37.6	2730
32.1	118.8	2730
54.2	45.2	2730
30.3	120.2	2730
55.4	38.3	2731
45.2	15.5	2731
23.5	121.0	2731
48.9	2.3	2731
56.9	53.2	2731
48.9	2.3	2731
57.8	40.9	2731
-33.5	143.2	2731
48.9	2.3	2732
43.3	77.0	2732
48.0	37.9	2732
55.0	50.1	2732
30.3	120.2	2732
24.9	67.1	2732
30.3	120.2	2733
56.3	44.0	2733
37.7	112.5	2733
23.1	113.3	2733
30.9	120.1	2733
23.1	113.3	2733
53.4	59.0	2733
55.0	73.4	2733
56.1	47.3	2733
53.2	50.1	2733
56.8	54.2	2733
48.5	35.0	2734
45.3	-73.9	2734
55.7	37.3	2734
58.6	49.7	2734
48.9	2.3	2734
55.2	61.4	2734
52.3	104.3	2734
55.3	42.2	2734
56.1	47.3	2734
24.9	67.1	2735
55.7	37.6	2735
53.8	87.1	2735
22.3	114.2	2735
41.1	-8.6	2735
32.1	118.8	2735
23.5	121.0	2735
44.4	26.1	2735
55.0	73.4	2735
30.3	120.2	2736
48.0	37.9	2736
48.9	2.3	2736
48.7	44.5	2736
23.5	121.0	2736
37.5	121.4	2736
45.8	9.0	2736
32.1	118.8	2736
23.1	113.3	2737
30.3	120.2	2737
45.0	41.1	2737
36.1	103.8	2737
14.3	120.9	2737
45.0	7.5	2737
55.3	86.1	2737
-22.8	-43.2	2737
52.7	41.4	2737
53.4	83.9	2737
55.0	73.4	2738
20.0	110.3	2738
47.2	39.7	2738
55.2	61.4	2738
32.1	34.8	2738
40.6	22.9	2738
41.7	44.8	2738
22.6	120.4	2738
58.0	56.3	2738
38.4	27.1	2738
55.5	47.5	2738
45.5	-73.6	2739
47.2	39.7	2739
50.6	36.6	2739
51.3	58.2	2739
51.5	46.0	2739
48.9	2.3	2739
56.1	47.3	2739
13.7	100.6	2740
56.8	53.2	2740
49.4	32.1	2740
53.2	45.0	2740
41.4	2.2	2740
55.8	49.2	2740
41.3	-104.7	2740
55.0	50.1	2740
45.5	-73.6	2740
50.5	30.5	2740
48.9	2.3	2740
23.7	90.4	2740
23.1	113.3	2741
45.5	-73.6	2741
55.3	60.4	2741
52.7	41.4	2741
33.8	-117.8	2741
34.8	113.7	2741
48.9	2.3	2741
56.1	47.3	2741
30.3	120.2	2742
45.2	36.7	2742
23.5	121.0	2742
53.7	91.7	2742
41.7	44.8	2742
45.5	-73.6	2742
50.0	36.3	2742
28.6	115.9	2743
22.3	114.2	2743
57.8	40.9	2743
40.0	45.0	2743
30.3	120.2	2743
56.9	60.6	2744
55.1	59.5	2744
52.0	47.8	2744
49.8	73.1	2744
36.7	117.0	2744
55.0	60.1	2744
55.6	51.8	2744
50.4	30.5	2744
30.3	120.2	2744
-22.8	-43.2	2744
45.5	-73.6	2744
25.0	121.5	2744
37.5	127.0	2745
23.1	113.3	2745
33.0	44.0	2745
56.8	53.2	2745
55.0	73.4	2745
36.1	103.8	2745
51.5	46.1	2745
50.4	30.5	2745
42.9	-78.9	2745
64.6	39.8	2745
32.1	118.8	2745
28.6	115.9	2746
51.7	55.4	2746
54.9	52.3	2746
55.2	61.4	2746
14.0	-14.0	2746
54.6	52.5	2746
25.0	102.7	2746
23.5	121.0	2746
55.7	37.6	2746
47.8	67.8	2746
25.0	121.5	2746
48.9	2.3	2747
55.2	61.4	2747
51.7	39.2	2747
45.8	16.0	2747
48.7	44.5	2747
43.8	87.6	2747
52.7	41.4	2747
51.9	113.6	2747
32.1	118.8	2747
50.0	36.3	2747
45.5	-73.6	2747
23.5	121.0	2747
30.3	120.2	2748
31.0	121.4	2748
22.8	108.3	2748
39.9	116.4	2748
37.5	126.7	2748
51.2	58.3	2748
37.5	127.0	2748
55.0	73.4	2748
34.0	-117.9	2748
24.1	120.7	2748
45.0	34.1	2748
29.9	121.5	2748
60.7	77.6	2748
55.2	61.4	2748
22.2	114.0	2748
30.3	120.2	2748
54.8	32.0	2749
45.3	-73.9	2749
32.1	118.8	2749
64.5	12.0	2749
56.9	37.4	2749
41.3	69.3	2749
23.1	113.3	2750
-12.3	-66.2	2750
53.2	50.1	2750
49.4	32.1	2750
45.5	-73.6	2750
57.0	41.0	2750
30.7	104.1	2750
56.9	53.2	2750
41.0	64.0	2750
55.1	61.6	2751
57.8	40.9	2751
58.6	49.7	2751
54.8	56.0	2751
23.1	113.3	2751
25.0	121.5	2751
54.8	56.0	2751
55.8	49.2	2751
56.8	61.3	2751
55.0	50.1	2751
31.0	121.4	2751
25.0	121.5	2751
45.5	-73.6	2751
60.1	17.7	2752
55.7	37.6	2752
50.6	36.6	2752
-32.9	-68.8	2752
45.5	-73.6	2752
23.5	121.0	2752
55.2	61.4	2752
31.0	121.4	2752
55.2	61.4	2752
34.1	-117.9	2752
39.9	116.4	2752
-16.5	-68.1	2752
45.3	-73.9	2753
50.6	36.6	2753
30.3	120.2	2753
48.7	30.2	2753
23.5	121.0	2753
51.5	46.1	2753
25.0	121.5	2753
50.4	36.9	2753
45.3	-73.9	2753
50.3	19.2	2753
39.9	116.4	2753
51.7	35.7	2754
48.9	2.3	2754
51.8	55.1	2754
51.1	128.4	2754
50.5	30.5	2754
40.6	-73.6	2755
38.1	-122.2	2755
56.0	24.0	2755
45.5	-73.6	2755
48.9	2.3	2755
45.3	-73.9	2755
49.8	30.1	2755
46.8	24.2	2756
55.1	61.6	2756
45.5	-73.6	2756
45.5	-73.6	2756
41.8	123.4	2756
46.3	48.0	2756
30.3	120.2	2756
50.3	28.7	2756
30.3	120.2	2756
16.5	107.6	2756
55.2	61.4	2757
55.8	100.9	2757
39.9	116.4	2757
55.2	61.4	2757
30.3	120.2	2757
40.7	-74.2	2757
30.3	120.2	2758
28.2	113.1	2758
48.9	2.3	2758
23.5	121.0	2758
35.7	139.7	2758
40.6	-74.5	2758
40.5	-74.2	2759
56.2	47.3	2759
10.8	106.6	2759
54.9	43.3	2759
54.4	53.3	2759
45.0	34.1	2759
50.0	36.3	2759
23.5	121.0	2760
33.7	-84.4	2760
23.0	120.2	2760
44.0	43.1	2760
57.0	41.0	2760
22.8	108.3	2760
14.2	101.2	2760
24.9	118.6	2760
54.3	48.4	2760
23.5	121.0	2760
45.5	-73.6	2760
45.5	-73.6	2761
56.9	53.2	2761
37.8	-122.4	2761
45.3	-73.9	2761
28.6	115.9	2761
36.1	103.8	2761
30.7	104.1	2761
32.1	118.8	2762
51.7	94.5	2762
51.9	47.9	2762
31.9	117.3	2762
20.6	-103.4	2762
23.7	90.4	2762
38.7	29.2	2762
28.2	113.1	2762
49.8	24.0	2763
59.3	18.1	2763
37.5	127.0	2763
53.8	87.1	2763
24.1	120.5	2763
26.1	119.3	2763
22.3	114.2	2763
55.5	47.5	2763
48.6	39.3	2763
52.0	113.6	2763
14.6	121.0	2763
40.5	-74.2	2764
45.5	-73.6	2764
56.0	38.0	2764
48.9	2.3	2764
49.4	32.1	2764
54.6	52.5	2764
33.4	-112.0	2764
23.1	113.3	2764
39.9	116.4	2764
40.5	-74.2	2764
29.9	121.5	2764
28.6	115.9	2765
45.5	-73.6	2765
55.2	61.4	2765
37.5	127.0	2765
41.6	12.7	2765
55.8	49.2	2765
23.5	121.0	2765
55.2	61.4	2765
51.4	7.7	2765
45.5	-73.6	2765
23.5	121.0	2765
49.3	-123.1	2765
45.5	-73.6	2765
38.1	43.3	2766
23.1	113.3	2766
45.5	-73.6	2766
46.3	48.0	2766
52.7	41.4	2766
30.3	120.2	2766
50.6	26.2	2766
41.0	29.0	2766
23.1	113.3	2767
55.2	61.4	2767
30.3	120.2	2767
51.8	-2.2	2767
51.5	46.1	2767
37.5	127.0	2767
45.3	-73.9	2767
23.5	121.0	2767
45.5	-73.6	2767
53.4	83.8	2768
45.4	36.5	2768
52.6	19.1	2768
48.9	2.3	2768
40.5	-74.2	2768
56.8	53.2	2768
51.5	46.0	2768
37.5	126.8	2768
56.1	47.5	2769
45.5	-73.6	2769
48.5	35.0	2769
45.5	-73.6	2769
55.7	37.6	2769
48.9	2.3	2769
33.4	120.1	2769
55.7	37.6	2769
51.5	46.1	2769
52.3	21.0	2769
49.6	34.5	2769
55.2	59.7	2769
55.8	38.4	2769
52.4	4.9	2769
32.0	120.9	2769
31.0	121.4	2769
48.7	44.5	2769
35.4	139.6	2769
23.5	121.0	2770
50.1	8.7	2770
30.3	120.2	2770
47.2	39.7	2770
32.1	118.8	2770
-38.0	-57.5	2770
23.7	90.4	2770
11.0	77.0	2770
32.1	118.8	2770
23.5	121.0	2770
55.2	59.7	2770
53.4	59.0	2770
52.2	20.8	2770
-36.8	-73.0	2770
23.5	121.0	2770
29.9	121.5	2770
40.0	45.0	2770
25.0	102.7	2770
47.5	19.1	2771
49.6	25.6	2771
45.5	-73.6	2771
55.8	49.2	2771
51.7	55.4	2771
49.4	32.1	2771
55.9	37.7	2771
54.4	61.3	2771
25.0	102.7	2771
45.5	-73.6	2771
23.5	121.0	2771
23.5	121.0	2772
53.2	-105.7	2772
35.0	136.2	2772
-26.2	28.1	2772
53.0	36.1	2772
50.3	83.5	2772
56.1	47.3	2772
31.0	121.4	2772
56.2	47.3	2772
56.9	53.2	2772
39.9	116.4	2772
56.9	59.9	2772
54.8	56.0	2772
48.9	2.3	2773
32.1	118.8	2773
55.8	60.7	2773
38.9	-77.0	2773
45.3	-73.9	2773
30.3	120.2	2773
55.7	37.6	2773
55.2	61.4	2773
23.5	121.0	2773
47.9	35.3	2773
23.1	113.3	2773
23.5	121.0	2773
45.5	-73.6	2773
51.3	9.5	2773
56.7	25.4	2774
48.9	2.3	2774
35.6	139.8	2774
58.6	49.7	2774
25.0	121.5	2774
55.0	60.1	2774
53.7	87.8	2774
23.5	121.0	2774
45.3	-73.9	2774
25.0	102.7	2774
50.6	36.6	2775
50.1	8.6	2775
52.0	113.6	2775
34.7	113.5	2775
55.7	37.6	2775
-34.6	-58.4	2775
47.2	39.7	2775
59.9	30.3	2775
37.5	127.0	2776
23.1	113.3	2776
42.2	24.6	2776
53.1	49.9	2776
54.4	61.3	2776
30.7	104.1	2776
56.1	60.7	2776
48.5	32.3	2776
55.8	49.2	2776
55.5	65.3	2776
30.3	120.2	2776
53.2	50.1	2776
30.3	120.2	2776
50.3	28.7	2776
30.3	120.2	2777
25.0	121.5	2777
22.7	120.5	2777
55.2	61.4	2777
15.4	75.2	2777
29.4	48.0	2777
37.8	128.9	2777
13.0	77.6	2777
45.5	-73.6	2777
48.5	35.0	2778
-33.5	143.2	2778
-26.2	28.1	2778
45.3	-73.9	2778
22.8	108.3	2778
45.9	25.0	2778
45.5	-73.6	2778
45.5	-73.6	2778
31.0	121.4	2778
44.0	43.1	2778
45.5	-73.6	2778
40.5	-74.2	2779
24.1	120.5	2779
36.7	117.0	2779
55.0	50.1	2779
60.2	24.9	2779
30.3	120.2	2779
34.7	113.5	2779
44.0	21.0	2779
55.2	61.4	2779
48.5	32.3	2779
56.1	47.5	2779
45.3	-73.9	2779
23.5	121.0	2779
56.1	40.4	2780
55.2	61.4	2780
51.5	-0.1	2780
55.0	82.9	2780
20.0	77.0	2780
48.5	35.0	2780
17.4	78.5	2780
39.9	116.4	2780
37.3	-122.0	2780
47.0	28.8	2780
22.8	86.2	2780
23.5	121.0	2780
56.4	37.5	2780
32.1	118.8	2781
57.0	61.5	2781
37.5	127.0	2781
51.5	31.3	2781
45.5	-73.6	2781
37.6	-122.4	2781
55.5	89.2	2781
37.5	127.0	2781
18.5	73.9	2781
23.7	90.4	2781
48.0	37.9	2781
55.0	73.4	2782
34.3	108.9	2782
45.5	-73.6	2782
22.6	120.4	2782
48.9	2.3	2782
30.3	120.2	2782
-33.5	-70.7	2782
50.4	30.5	2782
56.8	53.2	2782
55.8	37.6	2782
40.0	45.0	2782
41.4	-75.7	2782
30.3	120.2	2782
50.1	14.4	2783
54.6	39.7	2783
55.0	73.4	2783
59.4	56.8	2783
55.2	61.4	2783
55.7	37.6	2783
22.3	114.2	2783
54.2	45.2	2783
50.8	-0.6	2783
23.1	113.3	2784
45.5	-73.6	2784
22.6	88.4	2784
30.3	120.2	2784
32.1	118.8	2784
51.5	-0.1	2784
51.3	9.5	2784
37.5	127.0	2784
37.5	126.7	2784
13.8	100.5	2784
41.8	123.4	2784
32.1	118.8	2784
50.5	30.5	2784
50.4	30.5	2784
31.8	120.0	2784
50.1	14.4	2784
36.1	103.8	2785
23.5	121.0	2785
46.3	48.0	2785
41.0	75.0	2785
32.1	118.8	2785
1.3	103.9	2785
22.3	114.2	2785
23.5	121.0	2785
58.0	56.3	2785
-29.9	31.0	2785
43.8	87.6	2786
53.7	23.8	2786
55.0	60.4	2786
55.7	37.6	2786
-16.5	-68.1	2786
32.1	118.8	2786
7.1	125.6	2787
55.1	37.5	2787
56.1	47.5	2787
55.7	37.6	2787
32.1	118.8	2787
44.1	43.0	2787
48.9	2.3	2787
55.2	61.4	2787
51.5	46.1	2787
46.3	48.0	2787
51.7	55.4	2787
45.5	-73.6	2787
45.5	-73.6	2787
47.5	19.1	2788
51.5	46.0	2788
30.3	120.2	2788
55.8	37.6	2788
32.9	-97.0	2788
43.4	-94.5	2788
55.8	37.6	2788
24.5	118.1	2788
51.3	9.5	2788
56.9	60.6	2788
54.8	56.0	2788
51.9	36.3	2788
48.5	32.3	2788
45.3	-73.9	2789
45.5	-73.6	2789
39.9	116.4	2789
55.7	37.6	2789
41.2	-73.2	2789
57.3	60.1	2789
22.3	114.2	2789
55.3	86.1	2789
30.3	120.2	2789
57.0	41.0	2789
48.9	2.3	2789
32.1	118.8	2790
37.5	126.7	2790
48.9	2.3	2790
55.2	61.4	2790
54.0	39.8	2790
23.1	113.3	2790
48.3	25.9	2790
54.8	56.0	2790
25.0	121.5	2790
23.5	121.0	2791
51.5	46.0	2791
47.9	35.3	2791
34.8	113.7	2791
45.3	-73.9	2792
47.0	32.0	2792
30.3	120.2	2792
55.8	38.4	2792
30.9	120.1	2792
50.6	36.6	2792
24.0	120.6	2792
47.2	39.7	2792
55.0	60.1	2792
51.5	46.0	2792
55.8	38.0	2792
50.1	14.4	2792
42.0	43.5	2792
20.0	77.0	2792
31.2	30.0	2793
30.3	120.2	2793
22.3	114.2	2793
31.0	121.4	2793
45.5	-73.6	2793
46.0	25.0	2793
22.6	88.4	2793
54.6	21.8	2793
48.9	2.3	2793
55.0	73.4	2794
29.9	121.5	2794
50.0	36.3	2794
57.0	41.0	2794
42.5	26.5	2794
48.6	39.3	2794
39.9	116.4	2794
49.8	24.0	2794
37.5	127.0	2794
48.7	37.6	2794
47.9	35.3	2794
52.2	21.0	2795
20.0	77.0	2795
55.8	37.6	2795
44.3	23.8	2795
41.7	44.8	2795
42.0	-88.0	2795
-22.8	-43.2	2795
42.4	-71.1	2795
23.1	113.3	2795
29.1	119.6	2796
51.5	46.0	2796
52.0	113.6	2796
36.9	30.7	2796
48.9	2.3	2797
18.5	-69.9	2797
28.6	115.9	2797
23.5	121.0	2797
30.3	120.2	2797
24.8	121.0	2797
53.4	51.4	2797
24.5	118.1	2797
55.7	37.6	2797
55.2	61.4	2797
56.6	47.9	2797
55.5	47.5	2797
55.2	61.4	2797
19.4	-99.1	2797
50.1	14.4	2797
34.2	-118.8	2797
58.4	45.5	2798
55.4	43.8	2798
-6.1	106.9	2798
30.3	120.2	2798
61.3	73.4	2798
25.0	121.5	2798
55.7	37.6	2798
23.5	121.0	2798
47.9	35.3	2798
32.1	118.8	2798
17.8	-92.6	2799
30.3	120.2	2799
-33.9	18.4	2799
51.2	58.3	2799
23.5	121.0	2799
55.2	61.4	2799
25.0	121.5	2799
56.9	53.2	2799
55.8	37.6	2799
56.9	53.2	2799
54.8	56.0	2799
41.3	69.3	2799
25.0	102.7	2799
55.3	86.1	2800
48.9	2.3	2800
49.8	24.9	2800
55.2	61.4	2800
49.6	34.5	2800
30.7	104.1	2800
32.1	118.8	2800
45.5	-73.6	2800
-34.9	138.6	2800
48.5	35.0	2801
-19.8	-44.1	2801
30.3	120.2	2801
53.4	59.0	2801
56.9	60.6	2801
32.1	118.8	2801
53.4	83.8	2802
42.9	-78.9	2802
51.5	46.0	2802
30.7	104.1	2802
46.3	48.0	2802
45.5	-73.6	2803
57.8	40.9	2803
47.6	19.1	2803
55.7	37.6	2803
50.4	30.5	2803
56.2	47.3	2803
39.9	116.4	2803
55.0	50.1	2803
58.0	56.3	2803
45.5	-73.6	2803
50.5	30.5	2804
30.3	120.2	2804
50.5	30.5	2804
47.3	39.5	2804
53.4	83.8	2804
25.0	121.5	2804
56.9	53.2	2804
23.5	121.0	2804
51.8	107.6	2804
56.2	47.3	2804
53.8	87.1	2804
40.5	-74.2	2804
55.2	61.4	2804
22.5	114.1	2805
56.1	40.4	2805
30.3	120.2	2805
8.3	77.2	2805
48.5	3.7	2805
45.5	-73.6	2805
32.1	118.8	2805
55.7	37.6	2805
22.6	88.4	2806
48.9	2.3	2806
30.3	120.2	2806
33.9	118.3	2806
36.7	117.0	2806
22.6	120.4	2806
48.9	2.3	2806
45.5	-73.6	2806
22.3	114.2	2806
25.0	121.5	2807
45.0	39.0	2807
55.2	61.4	2807
55.7	37.6	2807
31.0	121.4	2807
53.4	83.8	2807
46.0	25.0	2807
26.1	119.3	2807
32.1	118.8	2807
31.0	121.4	2807
40.0	45.0	2807
30.3	120.2	2808
56.9	53.2	2808
30.1	31.3	2808
35.6	139.8	2808
-33.8	18.4	2808
48.9	2.3	2808
49.4	27.0	2808
23.1	113.3	2808
47.5	41.8	2808
56.9	60.6	2808
28.6	115.9	2808
32.1	118.8	2808
23.0	120.2	2809
50.4	30.5	2809
8.6	-82.4	2809
51.5	-0.1	2809
-23.5	-46.6	2809
48.9	2.3	2809
58.1	52.7	2810
56.1	47.5	2810
22.8	108.3	2810
25.0	121.5	2810
52.2	20.8	2810
22.8	108.3	2810
53.8	-2.7	2810
55.2	61.4	2810
48.2	16.4	2810
48.9	2.3	2810
52.3	104.3	2811
42.4	-71.1	2811
55.7	37.6	2811
50.4	30.5	2811
34.1	-118.3	2811
24.0	120.6	2811
48.5	35.0	2811
22.6	120.4	2811
41.3	69.3	2811
45.5	-73.6	2812
51.8	55.1	2812
56.9	53.2	2812
54.9	52.3	2812
48.5	135.1	2812
51.7	36.2	2812
52.7	41.4	2812
57.8	40.9	2812
28.2	113.1	2812
48.6	39.3	2812
24.0	121.6	2813
52.3	104.3	2813
48.9	2.3	2813
51.5	46.1	2813
22.3	114.2	2813
55.7	37.6	2813
55.2	61.4	2813
22.7	88.3	2813
55.2	61.4	2813
55.2	61.4	2813
55.2	61.4	2813
45.5	-73.6	2813
31.0	121.4	2813
53.5	49.3	2814
32.1	118.8	2814
48.9	2.3	2814
37.5	127.0	2814
-33.5	-70.7	2814
55.2	61.4	2814
40.7	109.8	2814
48.5	32.3	2814
48.7	44.5	2814
51.5	-0.1	2814
41.2	-73.2	2815
47.2	39.7	2815
23.1	113.3	2815
48.9	2.3	2815
51.5	46.0	2815
35.7	47.3	2815
30.7	104.1	2815
35.6	139.8	2815
30.3	120.2	2815
40.0	45.0	2815
45.5	-73.6	2815
24.1	120.5	2816
23.1	113.3	2816
24.9	118.6	2816
55.2	61.4	2816
-34.9	-57.9	2816
56.3	44.0	2816
28.6	115.9	2816
23.5	121.0	2817
56.9	35.9	2817
45.5	-73.6	2817
30.3	120.2	2817
31.2	30.0	2817
25.0	121.5	2817
32.1	118.8	2818
53.0	36.1	2818
41.8	123.4	2818
50.9	3.1	2818
23.5	121.0	2818
39.9	116.4	2818
23.5	121.0	2818
28.0	116.3	2818
45.5	-73.6	2819
23.5	121.0	2819
30.3	120.2	2819
22.5	87.0	2819
40.6	22.9	2819
23.5	121.0	2819
45.8	126.7	2819
53.6	-113.5	2820
34.7	113.5	2820
41.7	44.8	2820
42.7	23.3	2820
30.3	120.2	2820
37.5	127.0	2820
23.7	90.4	2820
46.3	48.0	2820
54.8	56.0	2820
48.9	2.3	2820
42.0	43.5	2820
45.5	-73.6	2820
37.8	-97.8	2820
37.3	-121.9	2821
45.5	-73.6	2821
23.5	121.0	2821
30.3	120.2	2821
55.7	37.9	2821
25.0	121.5	2821
25.0	121.3	2821
24.1	120.7	2821
40.5	-74.2	2822
59.4	56.0	2822
19.7	-101.1	2822
28.2	-82.7	2822
48.0	37.8	2822
55.7	37.6	2822
23.1	113.3	2822
52.7	41.4	2822
25.0	121.5	2822
32.1	118.8	2822
43.1	12.1	2822
35.6	139.8	2822
23.1	113.3	2822
45.3	-73.9	2823
48.9	2.3	2823
20.0	77.0	2823
24.1	120.7	2823
42.9	71.4	2823
28.6	115.9	2823
55.0	60.1	2824
-12.3	-66.2	2824
48.9	2.3	2824
17.4	78.5	2824
51.7	36.2	2824
32.1	118.8	2824
20.0	77.0	2824
23.5	121.0	2824
34.8	113.7	2824
50.5	30.8	2825
48.5	35.0	2825
23.5	121.0	2825
43.9	125.3	2825
39.9	116.4	2825
55.8	37.6	2825
14.6	121.0	2825
55.0	50.1	2825
55.2	61.4	2825
48.8	37.6	2825
22.6	88.4	2826
50.5	30.5	2826
37.5	121.4	2826
34.3	108.9	2826
31.0	121.4	2826
55.8	49.2	2826
40.0	45.0	2826
29.1	119.6	2826
59.9	30.3	2827
55.8	37.3	2827
48.3	39.7	2827
55.3	61.4	2827
22.3	113.9	2827
22.3	114.2	2827
48.9	2.3	2827
52.2	21.0	2827
55.2	61.4	2827
32.1	118.8	2827
30.3	120.2	2827
32.1	118.8	2827
29.1	119.6	2828
54.8	56.0	2828
55.2	61.4	2828
45.5	-73.6	2828
36.7	117.0	2828
30.3	120.2	2828
35.0	137.0	2828
51.5	46.0	2828
24.7	46.7	2828
52.5	103.9	2828
23.1	113.3	2828
55.7	37.6	2828
40.0	45.0	2828
48.9	2.3	2829
39.1	117.2	2829
23.1	113.3	2829
30.3	120.2	2829
35.4	139.6	2829
34.0	-117.9	2829
52.3	4.8	2829
48.7	44.5	2829
30.3	120.2	2829
57.8	40.9	2829
-22.8	-43.2	2830
58.7	31.8	2830
36.7	117.0	2830
40.4	-3.7	2830
19.4	-99.1	2830
36.1	103.8	2830
45.5	-73.6	2830
14.7	120.9	2830
53.9	86.7	2831
51.7	6.2	2831
58.1	57.8	2831
23.5	121.0	2831
30.3	120.2	2831
56.9	53.2	2831
-32.0	115.8	2831
20.0	77.0	2831
52.7	41.4	2831
55.3	52.1	2831
-34.9	-56.2	2831
23.5	121.0	2831
57.8	40.9	2831
45.0	39.0	2832
54.3	48.4	2832
46.3	48.0	2832
52.7	41.4	2832
56.9	60.6	2832
54.6	52.5	2832
25.0	121.5	2832
55.3	86.1	2832
48.9	2.3	2832
42.0	43.5	2833
50.1	8.7	2833
52.7	41.4	2833
32.1	118.8	2833
55.2	61.4	2833
55.2	59.7	2833
39.1	117.2	2833
45.5	-73.6	2833
23.1	113.3	2833
41.2	-73.2	2834
48.7	44.5	2834
32.1	118.8	2834
57.0	61.5	2834
32.1	118.8	2834
51.7	55.4	2834
-33.9	151.1	2834
25.0	121.3	2834
45.5	-73.6	2834
41.3	69.3	2834
29.1	119.6	2835
32.0	-5.0	2835
45.5	-73.6	2835
48.9	2.3	2835
30.1	31.3	2835
30.1	121.1	2835
48.7	44.5	2835
57.0	41.0	2835
51.7	36.2	2835
-21.7	-50.7	2836
23.5	121.0	2836
56.1	47.3	2836
32.1	118.8	2836
40.0	45.0	2836
50.3	28.7	2836
49.6	34.5	2836
22.6	88.4	2837
50.4	30.5	2837
55.4	37.5	2837
23.1	113.3	2837
48.9	2.3	2837
52.8	52.3	2838
30.3	120.2	2838
55.8	38.4	2838
23.0	120.2	2838
23.5	121.0	2838
54.8	56.0	2839
17.4	78.5	2839
55.0	73.4	2839
40.4	-3.7	2839
36.3	59.6	2839
59.4	13.5	2839
48.9	2.3	2839
23.1	113.3	2839
55.2	59.7	2839
45.5	-73.6	2839
46.8	29.5	2839
49.8	30.1	2840
56.2	47.3	2840
48.3	38.1	2840
25.0	121.5	2840
24.5	118.1	2840
22.3	114.2	2840
56.9	60.6	2840
42.9	-78.9	2840
50.5	30.5	2840
45.8	126.7	2840
46.3	48.0	2840
51.7	36.2	2841
23.1	113.3	2841
51.5	46.1	2841
45.5	-73.6	2841
55.0	50.1	2841
49.3	-123.0	2841
35.6	139.8	2842
56.8	53.2	2842
45.3	-73.9	2842
23.5	121.0	2842
32.1	118.8	2842
24.8	121.0	2842
54.4	61.3	2842
32.1	118.8	2842
47.2	39.7	2842
54.3	48.4	2842
50.6	26.2	2842
